# energy per real MAC (J/MAC); see METHODS.md
N,e_ip_total,e1_waveform,e2_adc,e3_digital
4686.34,1.281240e-15,5.343886e-16,3.200793e-16,4.267723e-16
4750.23,1.271194e-15,5.343886e-16,3.157739e-16,4.210319e-16
4815,1.261284e-15,5.343886e-16,3.115265e-16,4.153687e-16
4880.65,1.251506e-15,5.343886e-16,3.073362e-16,4.097816e-16
4947.19,1.241861e-15,5.343886e-16,3.032023e-16,4.042697e-16
5014.64,1.232345e-15,5.343886e-16,2.991240e-16,3.988319e-16
5083.01,1.222956e-15,5.343886e-16,2.951005e-16,3.934673e-16
5152.32,1.213695e-15,5.343886e-16,2.911311e-16,3.881749e-16
5222.57,1.204557e-15,5.343886e-16,2.872152e-16,3.829536e-16
5293.77,1.195543e-15,5.343886e-16,2.833519e-16,3.778025e-16
5365.95,1.186650e-15,5.343886e-16,2.795406e-16,3.727208e-16
5439.11,1.177877e-15,5.343886e-16,2.757805e-16,3.677074e-16
5513.27,1.169221e-15,5.343886e-16,2.720710e-16,3.627614e-16
5588.43,1.160682e-15,5.343886e-16,2.684115e-16,3.578820e-16
5664.63,1.152258e-15,5.343886e-16,2.648011e-16,3.530681e-16
5741.86,1.143947e-15,5.343886e-16,2.612393e-16,3.483191e-16
5820.15,1.135748e-15,5.343886e-16,2.577254e-16,3.436339e-16
5899.5,1.127659e-15,5.343886e-16,2.542588e-16,3.390117e-16
5979.94,1.119679e-15,5.343886e-16,2.508388e-16,3.344517e-16
6061.47,1.111807e-15,5.343886e-16,2.474648e-16,3.299531e-16
6144.11,1.104040e-15,5.343886e-16,2.441362e-16,3.255149e-16
6227.88,1.096377e-15,5.343886e-16,2.408524e-16,3.211365e-16
6312.79,1.088818e-15,5.343886e-16,2.376127e-16,3.168169e-16
6398.86,1.081361e-15,5.343886e-16,2.344166e-16,3.125555e-16
6486.11,1.074003e-15,5.343886e-16,2.312635e-16,3.083514e-16
6574.54,1.066745e-15,5.343886e-16,2.281528e-16,3.042038e-16
6664.18,1.059585e-15,5.343886e-16,2.250840e-16,3.001120e-16
6755.04,1.052520e-15,5.343886e-16,2.220564e-16,2.960752e-16
6847.14,1.045551e-15,5.343886e-16,2.190696e-16,2.920928e-16
6940.5,1.038675e-15,5.343886e-16,2.161229e-16,2.881639e-16
7035.12,1.031892e-15,5.343886e-16,2.132159e-16,2.842878e-16
7131.04,1.025200e-15,5.343886e-16,2.103479e-16,2.804639e-16
7228.27,1.018599e-15,5.343886e-16,2.075186e-16,2.766914e-16
7326.82,1.012086e-15,5.343886e-16,2.047273e-16,2.729697e-16
7426.72,1.005660e-15,5.343886e-16,2.019735e-16,2.692980e-16
7527.97,9.993212e-16,5.343886e-16,1.992568e-16,2.656758e-16
7630.61,9.930675e-16,5.343886e-16,1.965766e-16,2.621022e-16
7734.65,9.868979e-16,5.343886e-16,1.939325e-16,2.585767e-16
7840.1,9.808112e-16,5.343886e-16,1.913240e-16,2.550986e-16
7947,9.748065e-16,5.343886e-16,1.887505e-16,2.516673e-16
8055.35,9.688825e-16,5.343886e-16,1.862117e-16,2.482822e-16
8165.18,9.630382e-16,5.343886e-16,1.837070e-16,2.449426e-16
8276.5,9.572725e-16,5.343886e-16,1.812359e-16,2.416479e-16
8389.35,9.515843e-16,5.343886e-16,1.787982e-16,2.383976e-16
8503.73,9.459727e-16,5.343886e-16,1.763932e-16,2.351909e-16
8619.67,9.404366e-16,5.343886e-16,1.740205e-16,2.320274e-16
8737.19,9.349749e-16,5.343886e-16,1.716798e-16,2.289064e-16
8856.32,9.295867e-16,5.343886e-16,1.693706e-16,2.258275e-16
8977.07,9.242709e-16,5.343886e-16,1.670924e-16,2.227899e-16
9099.46,9.190267e-16,5.343886e-16,1.648449e-16,2.197932e-16
9223.53,9.138530e-16,5.343886e-16,1.626276e-16,2.168368e-16
9349.28,9.087489e-16,5.343886e-16,1.604401e-16,2.139201e-16
9476.75,9.037134e-16,5.343886e-16,1.582820e-16,2.110427e-16
9605.96,8.987457e-16,5.343886e-16,1.561530e-16,2.082040e-16
9736.93,8.938448e-16,5.343886e-16,1.540526e-16,2.054035e-16
9869.69,8.890098e-16,5.343886e-16,1.519805e-16,2.026407e-16
10004.3,8.842398e-16,5.343886e-16,1.499362e-16,1.999150e-16
10140.7,8.795340e-16,5.343886e-16,1.479195e-16,1.972260e-16
10278.9,8.748915e-16,5.343886e-16,1.459298e-16,1.945731e-16
10419.1,8.703115e-16,5.343886e-16,1.439669e-16,1.919559e-16
10561.1,8.657931e-16,5.343886e-16,1.420305e-16,1.893740e-16
10705.1,8.613354e-16,5.343886e-16,1.401200e-16,1.868267e-16
10851.1,8.569377e-16,5.343886e-16,1.382353e-16,1.843137e-16
10999,8.525991e-16,5.343886e-16,1.363759e-16,1.818346e-16
11149,8.483189e-16,5.343886e-16,1.345416e-16,1.793887e-16
11301,8.440963e-16,5.343886e-16,1.327319e-16,1.769758e-16
11455.1,8.399305e-16,5.343886e-16,1.309465e-16,1.745953e-16
11611.2,8.358207e-16,5.343886e-16,1.291852e-16,1.722469e-16
11769.6,8.317662e-16,5.343886e-16,1.274475e-16,1.699300e-16
11930,8.277662e-16,5.343886e-16,1.257332e-16,1.676443e-16
12092.7,8.238200e-16,5.343886e-16,1.240420e-16,1.653894e-16
12257.5,8.199269e-16,5.343886e-16,1.223736e-16,1.631647e-16
12424.7,8.160862e-16,5.343886e-16,1.207275e-16,1.609700e-16
12594.1,8.122971e-16,5.343886e-16,1.191036e-16,1.588049e-16
12765.8,8.085590e-16,5.343886e-16,1.175016e-16,1.566688e-16
12939.8,8.048712e-16,5.343886e-16,1.159211e-16,1.545615e-16
13116.3,8.012330e-16,5.343886e-16,1.143619e-16,1.524825e-16
13295.1,7.976437e-16,5.343886e-16,1.128236e-16,1.504315e-16
13476.4,7.941027e-16,5.343886e-16,1.113060e-16,1.484081e-16
13660.1,7.906093e-16,5.343886e-16,1.098089e-16,1.464118e-16
13846.3,7.871630e-16,5.343886e-16,1.083319e-16,1.444425e-16
14035.1,7.837629e-16,5.343886e-16,1.068747e-16,1.424996e-16
14226.5,7.804086e-16,5.343886e-16,1.054372e-16,1.405829e-16
14420.5,7.770995e-16,5.343886e-16,1.040189e-16,1.386919e-16
14617.1,7.738348e-16,5.343886e-16,1.026198e-16,1.368264e-16
14816.4,7.706140e-16,5.343886e-16,1.012395e-16,1.349860e-16
15018.4,7.674366e-16,5.343886e-16,9.987771e-17,1.331703e-16
15223.1,7.643019e-16,5.343886e-16,9.853428e-17,1.313790e-16
15430.7,7.612094e-16,5.343886e-16,9.720891e-17,1.296119e-16
15641.1,7.581585e-16,5.343886e-16,9.590137e-17,1.278685e-16
15854.3,7.551486e-16,5.343886e-16,9.461141e-17,1.261486e-16
16070.5,7.521792e-16,5.343886e-16,9.333881e-17,1.244517e-16
16289.6,7.492497e-16,5.343886e-16,9.208333e-17,1.227778e-16
16511.7,7.463596e-16,5.343886e-16,9.084473e-17,1.211263e-16
16736.8,7.435085e-16,5.343886e-16,8.962279e-17,1.194971e-16
16965,7.406956e-16,5.343886e-16,8.841729e-17,1.178897e-16
17196.3,7.379206e-16,5.343886e-16,8.722800e-17,1.163040e-16
17430.8,7.351829e-16,5.343886e-16,8.605471e-17,1.147396e-16
17668.4,7.324821e-16,5.343886e-16,8.489721e-17,1.131963e-16
17909.3,7.298176e-16,5.343886e-16,8.375527e-17,1.116737e-16
18153.5,7.271889e-16,5.343886e-16,8.262869e-17,1.101716e-16
18401,7.245956e-16,5.343886e-16,8.151726e-17,1.086897e-16
18651.9,7.220371e-16,5.343886e-16,8.042079e-17,1.072277e-16
18906.2,7.195131e-16,5.343886e-16,7.933906e-17,1.057854e-16
19164,7.170230e-16,5.343886e-16,7.827189e-17,1.043625e-16
19425.3,7.145664e-16,5.343886e-16,7.721906e-17,1.029588e-16
19690.1,7.121429e-16,5.343886e-16,7.618040e-17,1.015739e-16
19958.6,7.097519e-16,5.343886e-16,7.515571e-17,1.002076e-16
20230.7,7.073932e-16,5.343886e-16,7.414481e-17,9.885974e-17
20506.5,7.050661e-16,5.343886e-16,7.314750e-17,9.752999e-17
20786.1,7.027704e-16,5.343886e-16,7.216360e-17,9.621813e-17
21069.5,7.005055e-16,5.343886e-16,7.119294e-17,9.492392e-17
21356.8,6.982711e-16,5.343886e-16,7.023534e-17,9.364711e-17
21648,6.960667e-16,5.343886e-16,6.929061e-17,9.238748e-17
21943.1,6.938920e-16,5.343886e-16,6.835860e-17,9.114479e-17
22242.3,6.917466e-16,5.343886e-16,6.743911e-17,8.991882e-17
22545.5,6.896300e-16,5.343886e-16,6.653200e-17,8.870934e-17
22852.9,6.875418e-16,5.343886e-16,6.563709e-17,8.751612e-17
23164.5,6.854818e-16,5.343886e-16,6.475422e-17,8.633896e-17
23480.3,6.834495e-16,5.343886e-16,6.388322e-17,8.517763e-17
23800.5,6.814445e-16,5.343886e-16,6.302394e-17,8.403192e-17
24125,6.794664e-16,5.343886e-16,6.217621e-17,8.290162e-17
24453.9,6.775150e-16,5.343886e-16,6.133989e-17,8.178652e-17
24787.3,6.755899e-16,5.343886e-16,6.051482e-17,8.068642e-17
25125.3,6.736906e-16,5.343886e-16,5.970084e-17,7.960112e-17
25467.8,6.718169e-16,5.343886e-16,5.889782e-17,7.853042e-17
25815.1,6.699683e-16,5.343886e-16,5.810559e-17,7.747412e-17
26167,6.681447e-16,5.343886e-16,5.732402e-17,7.643203e-17
26523.8,6.663455e-16,5.343886e-16,5.655297e-17,7.540396e-17
26885.4,6.645706e-16,5.343886e-16,5.579228e-17,7.438971e-17
27252,6.628196e-16,5.343886e-16,5.504183e-17,7.338911e-17
27623.6,6.610920e-16,5.343886e-16,5.430147e-17,7.240196e-17
28000.2,6.593878e-16,5.343886e-16,5.357107e-17,7.142809e-17
28381.9,6.577064e-16,5.343886e-16,5.285050e-17,7.046733e-17
28768.9,6.560477e-16,5.343886e-16,5.213961e-17,6.951948e-17
29161.2,6.544113e-16,5.343886e-16,5.143829e-17,6.858439e-17
29558.7,6.527969e-16,5.343886e-16,5.074640e-17,6.766187e-17
29961.8,6.512042e-16,5.343886e-16,5.006382e-17,6.675176e-17
30370.3,6.496329e-16,5.343886e-16,4.939042e-17,6.585389e-17
30784.3,6.480828e-16,5.343886e-16,4.872608e-17,6.496810e-17
31204.1,6.465535e-16,5.343886e-16,4.807067e-17,6.409423e-17
31629.5,6.450448e-16,5.343886e-16,4.742408e-17,6.323211e-17
32060.7,6.435564e-16,5.343886e-16,4.678619e-17,6.238158e-17
32497.9,6.420880e-16,5.343886e-16,4.615687e-17,6.154250e-17
32941,6.406393e-16,5.343886e-16,4.553603e-17,6.071470e-17
33390.1,6.392102e-16,5.343886e-16,4.492353e-17,5.989804e-17
33845.3,6.378002e-16,5.343886e-16,4.431927e-17,5.909236e-17
34306.8,6.364093e-16,5.343886e-16,4.372314e-17,5.829752e-17
34774.5,6.350370e-16,5.343886e-16,4.313503e-17,5.751337e-17
35248.6,6.336832e-16,5.343886e-16,4.255482e-17,5.673976e-17
35729.2,6.323476e-16,5.343886e-16,4.198243e-17,5.597657e-17
36216.4,6.310300e-16,5.343886e-16,4.141773e-17,5.522364e-17
36710.2,6.297301e-16,5.343886e-16,4.086062e-17,5.448083e-17
37210.7,6.284477e-16,5.343886e-16,4.031101e-17,5.374802e-17
37718,6.271825e-16,5.343886e-16,3.976880e-17,5.302506e-17
38232.3,6.259343e-16,5.343886e-16,3.923387e-17,5.231183e-17
38753.5,6.247030e-16,5.343886e-16,3.870615e-17,5.160819e-17
39281.9,6.234882e-16,5.343886e-16,3.818552e-17,5.091402e-17
39817.5,6.222897e-16,5.343886e-16,3.767189e-17,5.022918e-17
40360.4,6.211073e-16,5.343886e-16,3.716517e-17,4.955356e-17
40910.7,6.199409e-16,5.343886e-16,3.666527e-17,4.888702e-17
41468.4,6.187902e-16,5.343886e-16,3.617209e-17,4.822945e-17
42033.8,6.176549e-16,5.343886e-16,3.568554e-17,4.758073e-17
42606.9,6.165349e-16,5.343886e-16,3.520554e-17,4.694073e-17
43187.8,6.154300e-16,5.343886e-16,3.473200e-17,4.630933e-17
43776.7,6.143399e-16,5.343886e-16,3.426483e-17,4.568643e-17
44373.5,6.132645e-16,5.343886e-16,3.380394e-17,4.507191e-17
44978.5,6.122035e-16,5.343886e-16,3.334924e-17,4.446566e-17
45591.8,6.111568e-16,5.343886e-16,3.290067e-17,4.386756e-17
46213.4,6.101242e-16,5.343886e-16,3.245813e-17,4.327750e-17
46843.5,6.091055e-16,5.343886e-16,3.202154e-17,4.269538e-17
47482.1,6.081005e-16,5.343886e-16,3.159082e-17,4.212110e-17
48129.5,6.071090e-16,5.343886e-16,3.116590e-17,4.155453e-17
48785.7,6.061309e-16,5.343886e-16,3.074669e-17,4.099559e-17
49450.9,6.051659e-16,5.343886e-16,3.033312e-17,4.044416e-17
50125.1,6.042139e-16,5.343886e-16,2.992512e-17,3.990016e-17
50808.5,6.032747e-16,5.343886e-16,2.952260e-17,3.936347e-17
51501.3,6.023481e-16,5.343886e-16,2.912550e-17,3.883399e-17
52203.4,6.014340e-16,5.343886e-16,2.873373e-17,3.831164e-17
52915.2,6.005322e-16,5.343886e-16,2.834724e-17,3.779632e-17
53636.7,5.996425e-16,5.343886e-16,2.796595e-17,3.728793e-17
54368,5.987648e-16,5.343886e-16,2.758978e-17,3.678638e-17
55109.2,5.978989e-16,5.343886e-16,2.721868e-17,3.629157e-17
55860.6,5.970446e-16,5.343886e-16,2.685256e-17,3.580342e-17
56622.2,5.962018e-16,5.343886e-16,2.649137e-17,3.532183e-17
57394.2,5.953704e-16,5.343886e-16,2.613504e-17,3.484672e-17
58176.7,5.945501e-16,5.343886e-16,2.578350e-17,3.437800e-17
58969.9,5.937409e-16,5.343886e-16,2.543669e-17,3.391559e-17
59773.9,5.929426e-16,5.343886e-16,2.509455e-17,3.345940e-17
60588.9,5.921550e-16,5.343886e-16,2.475701e-17,3.300934e-17
61415,5.913780e-16,5.343886e-16,2.442400e-17,3.256534e-17
62252.3,5.906114e-16,5.343886e-16,2.409548e-17,3.212731e-17
63101.1,5.898552e-16,5.343886e-16,2.377138e-17,3.169517e-17
63961.4,5.891091e-16,5.343886e-16,2.345163e-17,3.126884e-17
64833.5,5.883731e-16,5.343886e-16,2.313619e-17,3.084825e-17
65717.5,5.876469e-16,5.343886e-16,2.282499e-17,3.043332e-17
66613.5,5.869306e-16,5.343886e-16,2.251797e-17,3.002396e-17
67521.7,5.862238e-16,5.343886e-16,2.221509e-17,2.962011e-17
68442.3,5.855266e-16,5.343886e-16,2.191627e-17,2.922170e-17
69375.4,5.848387e-16,5.343886e-16,2.162148e-17,2.882864e-17
70321.3,5.841601e-16,5.343886e-16,2.133066e-17,2.844087e-17
71280.1,5.834907e-16,5.343886e-16,2.104374e-17,2.805832e-17
72252,5.828302e-16,5.343886e-16,2.076068e-17,2.768091e-17
73237.1,5.821786e-16,5.343886e-16,2.048144e-17,2.730858e-17
74235.6,5.815358e-16,5.343886e-16,2.020594e-17,2.694126e-17
75247.7,5.809016e-16,5.343886e-16,1.993416e-17,2.657888e-17
76273.7,5.802760e-16,5.343886e-16,1.966603e-17,2.622137e-17
77313.6,5.796588e-16,5.343886e-16,1.940150e-17,2.586867e-17
78367.7,5.790499e-16,5.343886e-16,1.914053e-17,2.552071e-17
79436.2,5.784491e-16,5.343886e-16,1.888308e-17,2.517744e-17
80519.3,5.778565e-16,5.343886e-16,1.862909e-17,2.483878e-17
81617.1,5.772718e-16,5.343886e-16,1.837851e-17,2.450468e-17
82729.9,5.766950e-16,5.343886e-16,1.813130e-17,2.417507e-17
83857.8,5.761259e-16,5.343886e-16,1.788742e-17,2.384989e-17
85001.1,5.755645e-16,5.343886e-16,1.764682e-17,2.352909e-17
86160.1,5.750107e-16,5.343886e-16,1.740946e-17,2.321261e-17
87334.8,5.744643e-16,5.343886e-16,1.717528e-17,2.290038e-17
88525.5,5.739252e-16,5.343886e-16,1.694426e-17,2.259235e-17
89732.5,5.733934e-16,5.343886e-16,1.671635e-17,2.228846e-17
90956,5.728688e-16,5.343886e-16,1.649150e-17,2.198866e-17
92196.1,5.723512e-16,5.343886e-16,1.626967e-17,2.169290e-17
93453.1,5.718406e-16,5.343886e-16,1.605083e-17,2.140111e-17
94727.3,5.713368e-16,5.343886e-16,1.583494e-17,2.111325e-17
96018.8,5.708398e-16,5.343886e-16,1.562194e-17,2.082926e-17
97327.9,5.703495e-16,5.343886e-16,1.541182e-17,2.054909e-17
98654.9,5.698658e-16,5.343886e-16,1.520451e-17,2.027268e-17
100000,5.693886e-16,5.343886e-16,1.500000e-17,2.000000e-17
